1 23:0.0125 626:0.0125 641:0.0125 608:0.0125 611:0.0125 590:0.0125 606:0.0125 519:0.0125 535:0.0125 479:0.0125
11647 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11648 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11653 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
11656 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11660 12086:0 12016:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0
11667 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11670 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
11677 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11691 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11692 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11694 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11697 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11698 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
11699 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11701 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11703 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
11704 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11706 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
11708 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11709 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
11712 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11716 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11718 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
11719 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11720 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11722 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11726 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11727 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11730 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11731 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11732 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11735 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11741 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11747 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11749 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11750 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11753 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
11754 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11759 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11764 12086:0 12016:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0
11768 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
11769 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11772 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11773 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11775 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11778 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11779 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11781 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11783 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11786 12086:0 12016:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0
11787 12086:0 11982:0 11925:0 11895:0 11299:0 10107:0 5016:0 11976:0 6006:0 5049:0
11789 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11790 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11792 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11793 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11794 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11796 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11797 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11798 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11801 12086:0.0125 12014:0.0125 12102:0.0125 12137:0.0125 12140:0.0125 13166:0.0125 11932:0.0125 12075:0.0125 12155:0.0125 12064:0.0125
11805 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11807 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11810 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11813 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11814 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11816 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11820 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11822 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
11830 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11831 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11834 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11835 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11840 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11841 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11844 12086:0 12089:0 12016:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0
11846 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11847 12086:0.0125 12014:0.0125 12102:0.0125 12137:0.0125 12140:0.0125 13166:0.0125 11932:0.0125 12075:0.0125 12155:0.0125 12064:0.0125
11850 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11851 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11853 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11854 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
11857 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11858 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11859 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11860 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11861 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11862 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11864 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11865 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11867 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11872 12086:0.0125 12014:0.0125 12102:0.0125 12137:0.0125 12140:0.0125 13166:0.0125 11932:0.0125 12075:0.0125 12155:0.0125 12064:0.0125
11873 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11874 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11877 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
11880 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
11883 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11884 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11886 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11887 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11892 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11893 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11896 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11899 12086:0 12016:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0
11900 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11902 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
11904 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
11906 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11913 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11914 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
11915 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11917 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11919 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11921 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11924 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11925 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11926 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11928 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11930 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11934 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11936 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11946 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11953 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
11962 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11964 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11965 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11967 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11970 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11976 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
11977 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11979 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11982 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11984 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11988 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11989 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11990 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11993 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
11999 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12001 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12003 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12006 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12011 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12013 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12014 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12017 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12020 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12021 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12023 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12024 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12027 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12029 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12031 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12036 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12043 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12050 10111:0.0125 10836:0.0125 10858:0.0125 10192:0.0125 10727:0.0125 11754:0.0125 10181:0.0125 10433:0.0125 11149:0.0125 11893:0.0125
12052 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12057 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12059 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12060 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12062 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12067 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12071 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12073 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12077 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12079 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12081 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12084 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12086 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
12089 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12090 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12092 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12094 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12096 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12097 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12099 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12100 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12109 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12111 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12113 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12119 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12138 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
12140 12086:0 12016:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0
12141 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12142 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12143 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12144 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12145 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12150 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12152 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12161 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12166 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12167 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12168 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12169 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12170 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12172 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12173 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12177 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12185 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12191 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12192 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12198 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
12202 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12208 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12210 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12211 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12212 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12215 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12220 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12224 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12226 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12229 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12230 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12241 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12245 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12247 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12248 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12255 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12257 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12258 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12263 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12267 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12268 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12278 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12283 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
12287 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12290 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12291 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12293 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12300 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12307 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12324 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12325 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12336 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12339 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12341 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12343 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12344 12086:0.0125 12014:0.0125 12102:0.0125 12137:0.0125 12140:0.0125 13166:0.0125 11932:0.0125 12075:0.0125 12155:0.0125 12064:0.0125
12346 14416:0.0125 14472:0.0125 14477:0.0125 14469:0.0125 14470:0.0125 14465:0.0125 14468:0.0125 14448:0.0125 14450:0.0125 14442:0.0125
12351 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12353 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12355 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12357 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12362 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12367 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
12368 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12369 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12372 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12373 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12374 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12375 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12378 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12380 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12381 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12382 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12386 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12388 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
12394 14416:0.0125 14455:0.0125 14461:0.0125 11299:0.0125 10313:0.0125 14452:0.0125 14453:0.0125 14430:0.0125 14435:0.0125 14415:0.0125
12395 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
